id	split	utterance	intent	slots_json	expected_action	data_tier	build_pack	conflict_hint	ambiguity_hint	review_status	reviewer_note
s300_SETCOURSE_00041	holdout	헹굼만 코스로 실행해줘	SET_COURSE	"{""course"":""헹굼만""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETCOURSE_00042	holdout	탈수만 코스로 실행해줘	SET_COURSE	"{""course"":""탈수만""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETCOURSE_00043	holdout	표준 코스로 실행해줘	SET_COURSE	"{""course"":""표준""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETCOURSE_00044	holdout	빨리 끝나는 걸로 해줘	SET_COURSE	{}	reask	synthetic_combinatorial_v1	expanded_300_v1		course_not_specified	PENDING	synthetic_review_required
s300_SETDURATION_00143	train	시간 15분으로 맞춰줘	SET_DURATION	"{""duration_min"":15}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00144	train	시간 22분으로 맞춰줘	SET_DURATION	"{""duration_min"":22}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00145	train	시간 29분으로 맞춰줘	SET_DURATION	"{""duration_min"":29}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00146	train	시간 36분으로 맞춰줘	SET_DURATION	"{""duration_min"":36}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00147	train	시간 43분으로 맞춰줘	SET_DURATION	"{""duration_min"":43}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00148	train	시간 50분으로 맞춰줘	SET_DURATION	"{""duration_min"":50}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00149	train	시간 57분으로 맞춰줘	SET_DURATION	"{""duration_min"":57}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00150	train	시간 64분으로 맞춰줘	SET_DURATION	"{""duration_min"":64}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00151	train	시간 71분으로 맞춰줘	SET_DURATION	"{""duration_min"":71}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00152	train	시간 78분으로 맞춰줘	SET_DURATION	"{""duration_min"":78}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00153	train	시간은 0분으로 해줘	SET_DURATION	"{""duration_min"":0}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	duration_out_of_range		PENDING	synthetic_review_required
s300_SETDURATION_00154	train	시간 92분으로 맞춰줘	SET_DURATION	"{""duration_min"":92}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00155	train	시간 99분으로 맞춰줘	SET_DURATION	"{""duration_min"":99}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00156	train	시간 106분으로 맞춰줘	SET_DURATION	"{""duration_min"":106}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00157	train	시간 113분으로 맞춰줘	SET_DURATION	"{""duration_min"":113}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00158	train	시간 120분으로 맞춰줘	SET_DURATION	"{""duration_min"":120}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00159	train	시간 127분으로 맞춰줘	SET_DURATION	"{""duration_min"":127}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00160	holdout	시간 134분으로 맞춰줘	SET_DURATION	"{""duration_min"":134}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00161	holdout	시간 141분으로 맞춰줘	SET_DURATION	"{""duration_min"":141}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00162	holdout	시간 148분으로 맞춰줘	SET_DURATION	"{""duration_min"":148}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00163	holdout	시간 155분으로 맞춰줘	SET_DURATION	"{""duration_min"":155}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00164	holdout	시간은 0분으로 해줘	SET_DURATION	"{""duration_min"":0}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	duration_out_of_range		PENDING	synthetic_review_required
s300_SETDURATION_00165	holdout	시간 169분으로 맞춰줘	SET_DURATION	"{""duration_min"":169}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00166	holdout	시간 176분으로 맞춰줘	SET_DURATION	"{""duration_min"":176}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETDURATION_00167	holdout	시간 183분으로 맞춰줘	SET_DURATION	"{""duration_min"":183}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00081	train	헹굼 1회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":1}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00082	train	헹굼 2회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":2}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00083	train	헹굼 3회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":3}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00084	train	헹굼 4회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":4}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00085	train	헹굼 5회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":5}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00086	train	헹굼 1회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":1}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00087	train	헹굼 2회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":2}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00088	train	헹굼 3회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":3}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00089	train	헹굼 4회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":4}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00090	train	헹굼 10회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":10}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	rinse_out_of_range		PENDING	synthetic_review_required
s300_SETRINSECOUNT_00091	train	헹굼 1회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":1}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00092	train	헹굼 2회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":2}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00093	train	헹굼 3회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":3}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00094	train	헹굼 4회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":4}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00095	train	헹굼 5회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":5}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00096	train	헹굼 1회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":1}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00097	train	헹굼 2회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":2}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00098	train	헹굼 3회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":3}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00099	train	헹굼 4회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":4}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00100	train	헹굼 10회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":10}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	rinse_out_of_range		PENDING	synthetic_review_required
s300_SETRINSECOUNT_00101	train	헹굼 1회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":1}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00102	holdout	헹굼 2회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":2}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00103	holdout	헹굼 3회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":3}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00104	holdout	헹굼 4회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":4}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00105	holdout	헹굼 5회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":5}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00106	holdout	헹굼 1회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":1}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00107	holdout	헹굼 2회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":2}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00108	holdout	헹굼 3회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":3}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00109	holdout	헹굼 4회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":4}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETRINSECOUNT_00110	holdout	헹굼 10회로 해줘	SET_RINSE_COUNT	"{""rinse_count"":10}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	rinse_out_of_range		PENDING	synthetic_review_required
s300_SETSPINLEVEL_00111	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00112	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00113	train	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00114	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00115	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00116	train	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00117	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00118	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00119	train	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00120	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00121	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00122	train	밤엔 조용히 돌려줘	SET_SPIN_LEVEL	{}	reask	synthetic_combinatorial_v1	expanded_300_v1		spin_level_not_explicit	PENDING	synthetic_review_required
s300_SETSPINLEVEL_00123	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00124	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00125	train	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00126	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00127	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00128	train	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00129	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00130	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00131	train	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00132	train	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00133	train	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00134	holdout	밤엔 조용히 돌려줘	SET_SPIN_LEVEL	{}	reask	synthetic_combinatorial_v1	expanded_300_v1		spin_level_not_explicit	PENDING	synthetic_review_required
s300_SETSPINLEVEL_00135	holdout	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00136	holdout	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00137	holdout	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00138	holdout	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00139	holdout	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00140	holdout	탈수는 강으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""강""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00141	holdout	탈수는 약으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""약""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETSPINLEVEL_00142	holdout	탈수는 중으로 해줘	SET_SPIN_LEVEL	"{""spin_level"":""중""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00045	train	온도 30도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":30}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00046	train	온도 35도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":35}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00047	train	온도 40도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":40}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00048	train	온도 45도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":45}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00049	train	온도 50도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":50}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00050	train	온도 55도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":55}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00051	train	온도 60도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":60}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00052	train	온도 20도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":20}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00053	train	온도 95도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":95}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	temperature_out_of_profile		PENDING	synthetic_review_required
s300_SETTEMPERATURE_00054	train	온도 33도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":33}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00055	train	온도 44도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":44}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00056	train	온도 50도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":50}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00057	train	온도 30도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":30}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00058	train	온도 35도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":35}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00059	train	온도 40도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":40}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00060	train	온도 45도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":45}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00061	train	온도 50도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":50}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00062	train	온도 95도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":95}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	temperature_out_of_profile		PENDING	synthetic_review_required
s300_SETTEMPERATURE_00063	train	온도 60도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":60}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00064	train	온도 20도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":20}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00065	train	온도 25도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":25}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00066	train	온도 33도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":33}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00067	train	온도 44도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":44}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00068	train	온도 50도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":50}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00069	train	온도 30도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":30}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00070	holdout	온도 35도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":35}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00071	holdout	온도 95도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":95}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	temperature_out_of_profile		PENDING	synthetic_review_required
s300_SETTEMPERATURE_00072	holdout	온도 45도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":45}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00073	holdout	온도 50도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":50}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00074	holdout	온도 55도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":55}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00075	holdout	온도 60도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":60}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00076	holdout	온도 20도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":20}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00077	holdout	온도 25도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":25}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00078	holdout	온도 33도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":33}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00079	holdout	온도 44도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":44}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_SETTEMPERATURE_00080	holdout	온도 95도로 맞춰줘	SET_TEMPERATURE	"{""temperature_c"":95}"	reask_or_reject	synthetic_combinatorial_v1	expanded_300_v1	temperature_out_of_profile		PENDING	synthetic_review_required
s300_STARTCYCLE_00257	train	지금 시작해줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00258	train	바로 돌려줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00259	train	세탁 시작	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00260	train	지금 시작해줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00261	train	바로 돌려줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00262	train	세탁 시작	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00263	train	지금 시작해줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00264	train	바로 돌려줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00265	train	세탁 시작	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00266	holdout	지금 시작해줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00267	holdout	바로 돌려줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00268	holdout	세탁 시작	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00269	holdout	지금 시작해줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STARTCYCLE_00270	holdout	바로 돌려줘	START_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STOPCYCLE_00246	train	완전히 멈춰줘	STOP_CYCLE	"{""course"":""쾌속""}"	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
s300_STOPCYCLE_00247	train	세탁 종료해줘	STOP_CYCLE	{}	accept	synthetic_combinatorial_v1	expanded_300_v1			PENDING	synthetic_review_required
