observation_id,as_of_utc,label_date,dataset_partition,source_id,is_synthetic_source,instrument_id,horizon,score,predicted_direction,actual_direction,hit,bias_up_hits,bias_down_hits,matched_symbols
7b168974-b6ba-4b68-80b7-59ee4d821a83,2021-12-06T06:00:00Z,2021-12-07,locked_eval,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
9d1a33f4-7e00-4351-acf2-37e1955a672a,2021-12-07T06:00:00Z,2021-12-08,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
34b1e873-54cf-4fa1-8250-d6494f59d07b,2021-12-08T06:00:00Z,2021-12-09,locked_eval,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
cc3939e1-2beb-4ef5-9b7b-3e48b01489a8,2021-12-09T06:00:00Z,2021-12-10,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
0f4a6cf2-b70e-45da-a392-399367559e43,2021-12-12T06:00:00Z,2021-12-13,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
539f56ae-49a0-43cc-b8aa-c8d5e2dc4791,2021-12-13T06:00:00Z,2021-12-14,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
3e87331e-6688-4d17-b59a-6d53dc6d52e0,2021-12-15T06:00:00Z,2021-12-16,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
f9ec2f7c-56c5-46fd-944e-3ecde3f6205e,2021-12-16T06:00:00Z,2021-12-17,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
01541e07-472c-4a38-a819-b8a322d5521b,2021-12-19T06:00:00Z,2021-12-20,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
792fe694-37a2-4e22-a026-6923d81c708f,2021-12-20T06:00:00Z,2021-12-21,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
4d16c871-793c-4607-9b58-111786395cfd,2021-12-21T06:00:00Z,2021-12-22,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
f2aa4b0c-b2e4-4b66-a0f5-52c4be8e6cc5,2021-12-22T06:00:00Z,2021-12-23,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
dd851480-953b-43cd-b1df-9487f82ed559,2021-12-23T06:00:00Z,2021-12-24,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
b3b287f4-6e60-421e-b2af-512eb0e519e4,2021-12-26T06:00:00Z,2021-12-27,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
b651fc18-0490-4ea3-9960-7b2d86d7c4cf,2021-12-27T06:00:00Z,2021-12-28,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
deefeb9e-9a9b-4380-bd1d-bf86da02bfec,2021-12-28T06:00:00Z,2021-12-29,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
c79b3bee-d81c-4143-bd1f-e7c66d95a7d3,2021-12-29T06:00:00Z,2021-12-30,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
9cfd321d-520d-4660-aa02-0ff7ba085e47,2022-01-03T06:00:00Z,2022-01-04,train_holdout,label_guided_seed,True,KOSPI,1d,1.292,up,up,1,2,0,"exodus_liberation,jubilee_relief"
3c745c2c-99c5-474a-8470-23c9d21fdf34,2022-01-04T06:00:00Z,2022-01-05,train_holdout,label_guided_seed,True,KOSPI,1d,-0.855,down,down,1,0,1,babel_confusion
53903a48-5825-4339-8e4d-b7752d34c03f,2022-01-05T06:00:00Z,2022-01-06,train_holdout,label_guided_seed,True,KOSPI,1d,-0.855,down,down,1,0,1,babel_confusion
ba15c509-f0cc-44b3-8e0d-78808617867b,2022-01-06T06:00:00Z,2022-01-07,train_holdout,label_guided_seed,True,KOSPI,1d,1.292,up,up,1,2,0,"exodus_liberation,jubilee_relief"
5f6fd1cd-3ae0-4ac1-86c9-5bb62f570ed7,2022-01-09T06:00:00Z,2022-01-10,train_holdout,label_guided_seed,True,KOSPI,1d,-0.855,down,down,1,0,1,babel_confusion
ad6b51c8-b76f-435b-8b53-623a2539fb68,2022-01-11T06:00:00Z,2022-01-12,train_holdout,label_guided_seed,True,KOSPI,1d,1.292,up,up,1,2,0,"exodus_liberation,jubilee_relief"
external-btc-alt-2026-05-05-755e6415faccb345,2026-04-29T23:59:59Z,2026-04-30,calibration,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-2026-05-05-cc8abea859fed7c9,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-755e6415faccb345,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,0.0,neutral,down,0,0,0,
external-btc-alt-derived-2026-05-05-01,2026-04-29T23:59:59Z,2026-04-30,locked_eval,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-02,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-03,2026-04-29T23:59:59Z,2026-04-30,locked_eval,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-04,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-05,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-06,2026-04-29T23:59:59Z,2026-04-30,locked_eval,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-07,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-derived-2026-05-05-08,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-metric-2026-05-05-fear_greed_now,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-metric-2026-05-05-fear_greed_prev,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-metric-2026-05-05-market_cap_change_pct_24h,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-btc-alt-metric-2026-05-05-price_change_pct_24h,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_btc_public_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-2026-05-05-e0892d51d75ece73,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-01,2026-04-29T23:59:59Z,2026-04-30,calibration,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-02,2026-04-29T23:59:59Z,2026-04-30,calibration,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-03,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-04,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-05,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-06,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-07,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-derived-2026-05-05-08,2026-04-29T23:59:59Z,2026-04-30,locked_eval,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-e0892d51d75ece73,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,0.0,neutral,down,0,0,0,
external-macro-series-2026-05-05-dff,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
external-macro-series-2026-05-05-fedfunds,2026-04-29T23:59:59Z,2026-04-30,train_holdout,external_macro_signals,False,KOSPI,1d,-1.35,down,down,1,0,2,"babel_confusion,joseph_famine_storage"
